timestamp_utc,F_drag_nN,V_min_V,P_at_Vmin_mW,P_at_100V_mW,P_at_200V_mW,P_at_300V_mW,P_at_350V_mW,feasible_at_350V
2024-01-01T16:20:00+00:00,2.5124,100.0,8.563,8.563,12.110,14.831,16.020,1
2024-01-01T16:25:00+00:00,3.0641,100.0,10.443,10.443,14.769,18.088,19.538,1
2024-01-01T16:30:00+00:00,3.5797,100.4,12.222,12.201,17.254,21.132,22.825,1
2024-01-01T16:35:00+00:00,3.9306,105.2,13.738,13.397,18.946,23.204,25.063,1
2024-01-01T16:40:00+00:00,3.9367,105.2,13.764,13.418,18.975,23.240,25.102,1
2024-01-01T16:45:00+00:00,3.5404,100.0,12.067,12.067,17.065,20.900,22.575,1
2024-01-01T16:50:00+00:00,2.8839,100.0,9.829,9.829,13.901,17.025,18.389,1
2024-01-01T16:55:00+00:00,2.1872,100.0,7.455,7.455,10.542,12.912,13.946,1
2024-01-01T17:00:00+00:00,1.6303,100.0,5.556,5.556,7.858,9.624,10.395,1
2024-01-01T17:05:00+00:00,1.3041,100.0,4.445,4.445,6.286,7.698,8.315,1
2024-01-01T17:10:00+00:00,1.1868,100.0,4.045,4.045,5.720,7.006,7.567,1
2024-01-01T17:15:00+00:00,1.1691,100.0,3.985,3.985,5.635,6.901,7.454,1
2024-01-01T17:20:00+00:00,1.1232,100.0,3.828,3.828,5.414,6.630,7.162,1
2024-01-01T17:25:00+00:00,1.0030,100.0,3.418,3.418,4.834,5.921,6.395,1
2024-01-01T17:30:00+00:00,0.8771,100.0,2.989,2.989,4.228,5.178,5.593,1
2024-01-01T17:35:00+00:00,0.8541,100.0,2.911,2.911,4.117,5.042,5.446,1
2024-01-01T17:40:00+00:00,1.0151,100.0,3.460,3.460,4.893,5.992,6.472,1
2024-01-01T17:45:00+00:00,1.3837,100.0,4.716,4.716,6.670,8.169,8.823,1
2024-01-01T17:50:00+00:00,1.8923,100.0,6.450,6.450,9.121,11.171,12.066,1
2024-01-01T17:55:00+00:00,2.4410,100.0,8.319,8.319,11.766,14.410,15.564,1
2024-01-01T18:00:00+00:00,2.9919,100.0,10.197,10.197,14.421,17.662,19.077,1
2024-01-01T18:05:00+00:00,3.5165,100.0,11.985,11.985,16.950,20.759,22.422,1
2024-01-01T18:10:00+00:00,3.8997,104.7,13.602,13.291,18.797,23.021,24.865,1
2024-01-01T18:15:00+00:00,3.9580,105.5,13.857,13.490,19.078,23.365,25.238,1
2024-01-01T18:20:00+00:00,3.6075,100.7,12.341,12.295,17.388,21.296,23.003,1
2024-01-01T18:25:00+00:00,2.9698,100.0,10.122,10.122,14.315,17.532,18.937,1
2024-01-01T18:30:00+00:00,2.2654,100.0,7.721,7.721,10.920,13.374,14.445,1
2024-01-01T18:35:00+00:00,1.6843,100.0,5.741,5.741,8.119,9.943,10.740,1
2024-01-01T18:40:00+00:00,1.3307,100.0,4.535,4.535,6.414,7.855,8.485,1
2024-01-01T18:45:00+00:00,1.1951,100.0,4.073,4.073,5.760,7.055,7.620,1
2024-01-01T18:50:00+00:00,1.1753,100.0,4.006,4.006,5.665,6.938,7.494,1
2024-01-01T18:55:00+00:00,1.1397,100.0,3.884,3.884,5.493,6.728,7.267,1
2024-01-01T19:00:00+00:00,1.0279,100.0,3.504,3.504,4.955,6.068,6.554,1
2024-01-01T19:05:00+00:00,0.8976,100.0,3.059,3.059,4.327,5.299,5.724,1
2024-01-01T19:10:00+00:00,0.8573,100.0,2.922,2.922,4.132,5.061,5.466,1
2024-01-01T19:15:00+00:00,0.9928,100.0,3.384,3.384,4.785,5.861,6.330,1
2024-01-01T19:20:00+00:00,1.3361,100.0,4.554,4.554,6.440,7.888,8.519,1
2024-01-01T19:25:00+00:00,1.8301,100.0,6.237,6.237,8.821,10.803,11.669,1
2024-01-01T19:30:00+00:00,2.3732,100.0,8.088,8.088,11.439,14.010,15.132,1
2024-01-01T19:35:00+00:00,2.9216,100.0,9.958,9.958,14.082,17.247,18.629,1
2024-01-01T19:40:00+00:00,3.4519,100.0,11.765,11.765,16.639,20.378,22.011,1
2024-01-01T19:45:00+00:00,3.8619,104.2,13.438,13.162,18.615,22.798,24.625,1
2024-01-01T19:50:00+00:00,3.9699,105.7,13.909,13.531,19.135,23.436,25.313,1
2024-01-01T19:55:00+00:00,3.6683,101.6,12.601,12.503,17.681,21.655,23.390,1
2024-01-01T20:00:00+00:00,3.0537,100.0,10.408,10.408,14.719,18.027,19.472,1
2024-01-01T20:05:00+00:00,2.3441,100.0,7.989,7.989,11.299,13.838,14.947,1
2024-01-01T20:10:00+00:00,1.7392,100.0,5.928,5.928,8.383,10.267,11.090,1
2024-01-01T20:15:00+00:00,1.3569,100.0,4.625,4.625,6.540,8.010,8.652,1
2024-01-01T20:20:00+00:00,1.2009,100.0,4.093,4.093,5.788,7.089,7.657,1
2024-01-01T20:25:00+00:00,1.1770,100.0,4.011,4.011,5.673,6.948,7.505,1
2024-01-01T20:30:00+00:00,1.1516,100.0,3.925,3.925,5.551,6.798,7.343,1
2024-01-01T20:35:00+00:00,1.0504,100.0,3.580,3.580,5.063,6.201,6.698,1
2024-01-01T20:40:00+00:00,0.9185,100.0,3.130,3.130,4.427,5.422,5.856,1
2024-01-01T20:45:00+00:00,0.8631,100.0,2.942,2.942,4.160,5.095,5.504,1
2024-01-01T20:50:00+00:00,0.9750,100.0,3.323,3.323,4.700,5.756,6.217,1
2024-01-01T20:55:00+00:00,1.2939,100.0,4.410,4.410,6.237,7.638,8.250,1
2024-01-01T21:00:00+00:00,1.7728,100.0,6.042,6.042,8.545,10.465,11.304,1
2024-01-01T21:05:00+00:00,2.3097,100.0,7.872,7.872,11.133,13.635,14.727,1
2024-01-01T21:10:00+00:00,2.8543,100.0,9.728,9.728,13.758,16.850,18.200,1
2024-01-01T21:15:00+00:00,3.3873,100.0,11.545,11.545,16.327,19.996,21.598,1
2024-01-01T21:20:00+00:00,3.8196,103.7,13.254,13.018,18.411,22.548,24.355,1
2024-01-01T21:25:00+00:00,3.9738,105.7,13.926,13.544,19.154,23.458,25.338,1
2024-01-01T21:30:00+00:00,3.7220,102.3,12.832,12.686,17.940,21.972,23.733,1
2024-01-01T21:35:00+00:00,3.1350,100.0,10.685,10.685,15.111,18.507,19.990,1
2024-01-01T21:40:00+00:00,2.4237,100.0,8.261,8.261,11.682,14.308,15.454,1
2024-01-01T21:45:00+00:00,1.7960,100.0,6.121,6.121,8.657,10.602,11.452,1
2024-01-01T21:50:00+00:00,1.3838,100.0,4.716,4.716,6.670,8.169,8.824,1
2024-01-01T21:55:00+00:00,1.2051,100.0,4.107,4.107,5.809,7.114,7.684,1
2024-01-01T22:00:00+00:00,1.1743,100.0,4.002,4.002,5.660,6.932,7.488,1
2024-01-01T22:05:00+00:00,1.1578,100.0,3.946,3.946,5.581,6.835,7.382,1
2024-01-01T22:10:00+00:00,1.0684,100.0,3.642,3.642,5.150,6.307,6.813,1
2024-01-01T22:15:00+00:00,0.9375,100.0,3.195,3.195,4.519,5.535,5.978,1
2024-01-01T22:20:00+00:00,0.8697,100.0,2.964,2.964,4.192,5.134,5.546,1
2024-01-01T22:25:00+00:00,0.9599,100.0,3.272,3.272,4.627,5.667,6.121,1
2024-01-01T22:30:00+00:00,1.2553,100.0,4.278,4.278,6.051,7.410,8.004,1
2024-01-01T22:35:00+00:00,1.7190,100.0,5.859,5.859,8.286,10.148,10.961,1
2024-01-01T22:40:00+00:00,2.2500,100.0,7.669,7.669,10.845,13.282,14.347,1
2024-01-01T22:45:00+00:00,2.7905,100.0,9.511,9.511,13.450,16.473,17.793,1
2024-01-01T22:50:00+00:00,3.3239,100.0,11.329,11.329,16.021,19.622,21.194,1
2024-01-01T22:55:00+00:00,3.7740,103.0,13.057,12.863,18.191,22.279,24.064,1
2024-01-01T23:00:00+00:00,3.9707,105.7,13.913,13.533,19.139,23.440,25.318,1
2024-01-01T23:05:00+00:00,3.7694,103.0,13.037,12.847,18.169,22.252,24.035,1
2024-01-01T23:10:00+00:00,3.2135,100.0,10.953,10.953,15.489,18.970,20.490,1
2024-01-01T23:15:00+00:00,2.5042,100.0,8.535,8.535,12.071,14.783,15.968,1
2024-01-01T23:20:00+00:00,1.8558,100.0,6.325,6.325,8.945,10.956,11.833,1
2024-01-01T23:25:00+00:00,1.4131,100.0,4.816,4.816,6.811,8.342,9.010,1
2024-01-01T23:30:00+00:00,1.2091,100.0,4.121,4.121,5.828,7.138,7.709,1
2024-01-01T23:35:00+00:00,1.1684,100.0,3.982,3.982,5.632,6.898,7.450,1
2024-01-01T23:40:00+00:00,1.1587,100.0,3.949,3.949,5.585,6.840,7.388,1
2024-01-01T23:45:00+00:00,1.0812,100.0,3.685,3.685,5.211,6.383,6.894,1
2024-01-01T23:50:00+00:00,0.9531,100.0,3.248,3.248,4.594,5.626,6.077,1
2024-01-01T23:55:00+00:00,0.8750,100.0,2.982,2.982,4.218,5.165,5.579,1
2024-01-02T00:00:00+00:00,0.9455,100.0,3.223,3.223,4.557,5.582,6.029,1
2024-01-02T00:05:00+00:00,1.0407,100.0,3.547,3.547,5.016,6.144,6.636,1
2024-01-02T00:10:00+00:00,1.4475,100.0,4.933,4.933,6.977,8.545,9.230,1
2024-01-02T00:15:00+00:00,1.9300,100.0,6.578,6.578,9.303,11.394,12.306,1
2024-01-02T00:20:00+00:00,2.4259,100.0,8.268,8.268,11.693,14.321,15.469,1
2024-01-02T00:25:00+00:00,2.9186,100.0,9.947,9.947,14.068,17.229,18.610,1
2024-01-02T00:30:00+00:00,3.3495,100.0,11.416,11.416,16.145,19.773,21.358,1
2024-01-02T00:35:00+00:00,3.5717,100.2,12.188,12.173,17.216,21.085,22.774,1
2024-01-02T00:40:00+00:00,3.4378,100.0,11.717,11.717,16.571,20.295,21.921,1
2024-01-02T00:45:00+00:00,2.9590,100.0,10.085,10.085,14.263,17.468,18.868,1
2024-01-02T00:50:00+00:00,2.3085,100.0,7.868,7.868,11.127,13.628,14.720,1
2024-01-02T00:55:00+00:00,1.6920,100.0,5.767,5.767,8.155,9.988,10.789,1
2024-01-02T01:00:00+00:00,1.2565,100.0,4.283,4.283,6.057,7.418,8.012,1
2024-01-02T01:05:00+00:00,1.0435,100.0,3.557,3.557,5.030,6.160,6.654,1
2024-01-02T01:10:00+00:00,0.9912,100.0,3.378,3.378,4.778,5.851,6.320,1
2024-01-02T01:15:00+00:00,0.9832,100.0,3.351,3.351,4.739,5.804,6.269,1
2024-01-02T01:20:00+00:00,0.9229,100.0,3.145,3.145,4.448,5.448,5.885,1
2024-01-02T01:25:00+00:00,0.8124,100.0,2.769,2.769,3.916,4.796,5.180,1
2024-01-02T01:30:00+00:00,0.7359,100.0,2.508,2.508,3.547,4.344,4.692,1
2024-01-02T01:35:00+00:00,0.7823,100.0,2.666,2.666,3.771,4.618,4.988,1
2024-01-02T01:40:00+00:00,1.0063,100.0,3.430,3.430,4.851,5.941,6.417,1
2024-01-02T01:45:00+00:00,1.3995,100.0,4.770,4.770,6.745,8.261,8.923,1
2024-01-02T01:50:00+00:00,1.8775,100.0,6.399,6.399,9.050,11.084,11.972,1
2024-01-02T01:55:00+00:00,2.3713,100.0,8.082,8.082,11.430,13.998,15.120,1
2024-01-02T02:00:00+00:00,2.8634,100.0,9.759,9.759,13.801,16.903,18.258,1
2024-01-02T02:05:00+00:00,3.3054,100.0,11.266,11.266,15.932,19.513,21.076,1
2024-01-02T02:10:00+00:00,3.5597,100.1,12.137,12.132,17.158,21.014,22.698,1
2024-01-02T02:15:00+00:00,3.4714,100.0,11.831,11.831,16.732,20.493,22.134,1
2024-01-02T02:20:00+00:00,3.0279,100.0,10.320,10.320,14.595,17.875,19.307,1
2024-01-02T02:25:00+00:00,2.3876,100.0,8.138,8.138,11.508,14.095,15.224,1
2024-01-02T02:30:00+00:00,1.7566,100.0,5.987,5.987,8.467,10.370,11.201,1
2024-01-02T02:35:00+00:00,1.2929,100.0,4.406,4.406,6.232,7.632,8.244,1
2024-01-02T02:40:00+00:00,1.0529,100.0,3.589,3.589,5.075,6.216,6.714,1
2024-01-02T02:45:00+00:00,0.9859,100.0,3.360,3.360,4.752,5.820,6.287,1
2024-01-02T02:50:00+00:00,0.9786,100.0,3.335,3.335,4.717,5.777,6.240,1
2024-01-02T02:55:00+00:00,0.9270,100.0,3.160,3.160,4.468,5.473,5.911,1
2024-01-02T03:00:00+00:00,0.8200,100.0,2.795,2.795,3.952,4.841,5.228,1
2024-01-02T03:05:00+00:00,0.7359,100.0,2.508,2.508,3.547,4.344,4.692,1
2024-01-02T03:10:00+00:00,0.7659,100.0,2.611,2.611,3.692,4.522,4.884,1
2024-01-02T03:15:00+00:00,0.9701,100.0,3.306,3.306,4.676,5.727,6.186,1
2024-01-02T03:20:00+00:00,1.3495,100.0,4.599,4.599,6.505,7.966,8.605,1
2024-01-02T03:25:00+00:00,1.8243,100.0,6.218,6.218,8.793,10.769,11.632,1
2024-01-02T03:30:00+00:00,2.3175,100.0,7.899,7.899,11.170,13.681,14.777,1
2024-01-02T03:35:00+00:00,2.8092,100.0,9.574,9.574,13.540,16.583,17.912,1
2024-01-02T03:40:00+00:00,3.2602,100.0,11.112,11.112,15.714,19.246,20.788,1
2024-01-02T03:45:00+00:00,3.5437,100.0,12.078,12.078,17.081,20.920,22.596,1
2024-01-02T03:50:00+00:00,3.4998,100.0,11.928,11.928,16.869,20.660,22.316,1
2024-01-02T03:55:00+00:00,3.0938,100.0,10.545,10.545,14.912,18.264,19.727,1
2024-01-02T04:00:00+00:00,2.4676,100.0,8.410,8.410,11.894,14.567,15.734,1
2024-01-02T04:05:00+00:00,1.8261,100.0,6.224,6.224,8.802,10.780,11.643,1
2024-01-02T04:10:00+00:00,1.3355,100.0,4.552,4.552,6.437,7.884,8.516,1
2024-01-02T04:15:00+00:00,1.0674,100.0,3.638,3.638,5.145,6.301,6.806,1
2024-01-02T04:20:00+00:00,0.9830,100.0,3.350,3.350,4.738,5.803,6.268,1
2024-01-02T04:25:00+00:00,0.9738,100.0,3.319,3.319,4.694,5.749,6.209,1
2024-01-02T04:30:00+00:00,0.9299,100.0,3.169,3.169,4.482,5.489,5.929,1
2024-01-02T04:35:00+00:00,0.8264,100.0,2.817,2.817,3.983,4.878,5.269,1
2024-01-02T04:40:00+00:00,0.7350,100.0,2.505,2.505,3.543,4.339,4.687,1
2024-01-02T04:45:00+00:00,0.7487,100.0,2.552,2.552,3.609,4.420,4.774,1
2024-01-02T04:50:00+00:00,0.9322,100.0,3.177,3.177,4.493,5.503,5.944,1
2024-01-02T04:55:00+00:00,1.2962,100.0,4.418,4.418,6.248,7.652,8.265,1
2024-01-02T05:00:00+00:00,1.7679,100.0,6.026,6.026,8.522,10.437,11.273,1
2024-01-02T05:05:00+00:00,2.2628,100.0,7.712,7.712,10.907,13.358,14.429,1
2024-01-02T05:10:00+00:00,2.7557,100.0,9.392,9.392,13.282,16.268,17.571,1
2024-01-02T05:15:00+00:00,3.2147,100.0,10.957,10.957,15.495,18.978,20.498,1
2024-01-02T05:20:00+00:00,3.5247,100.0,12.013,12.013,16.989,20.807,22.474,1
2024-01-02T05:25:00+00:00,3.5236,100.0,12.009,12.009,16.984,20.801,22.467,1
2024-01-02T05:30:00+00:00,3.1566,100.0,10.759,10.759,15.215,18.634,20.127,1
2024-01-02T05:35:00+00:00,2.5480,100.0,8.684,8.684,12.281,15.042,16.247,1
2024-01-02T05:40:00+00:00,1.8996,100.0,6.474,6.474,9.156,11.214,12.112,1
2024-01-02T05:45:00+00:00,1.3844,100.0,4.718,4.718,6.673,8.172,8.827,1
2024-01-02T05:50:00+00:00,1.0879,100.0,3.708,3.708,5.244,6.422,6.937,1
2024-01-02T05:55:00+00:00,0.9841,100.0,3.354,3.354,4.743,5.809,6.275,1
2024-01-02T06:00:00+00:00,0.9704,100.0,3.307,3.307,4.677,5.729,6.188,1
2024-01-02T06:05:00+00:00,0.9327,100.0,3.179,3.179,4.496,5.506,5.947,1
2024-01-02T06:10:00+00:00,0.8330,100.0,2.839,2.839,4.015,4.917,5.311,1
2024-01-02T06:15:00+00:00,0.7346,100.0,2.504,2.504,3.541,4.337,4.684,1
2024-01-02T06:20:00+00:00,0.7318,100.0,2.494,2.494,3.527,4.320,4.666,1
2024-01-02T06:25:00+00:00,0.8936,100.0,3.046,3.046,4.307,5.275,5.698,1
2024-01-02T06:30:00+00:00,1.2402,100.0,4.227,4.227,5.978,7.321,7.908,1
2024-01-02T06:35:00+00:00,1.7074,100.0,5.819,5.819,8.230,10.080,10.887,1
2024-01-02T06:40:00+00:00,2.2049,100.0,7.515,7.515,10.628,13.016,14.059,1
2024-01-02T06:45:00+00:00,2.7009,100.0,9.205,9.205,13.018,15.944,17.222,1
2024-01-02T06:50:00+00:00,3.1688,100.0,10.800,10.800,15.274,18.706,20.205,1
2024-01-02T06:55:00+00:00,3.5037,100.0,11.942,11.942,16.888,20.683,22.341,1
2024-01-02T07:00:00+00:00,3.5438,100.0,12.078,12.078,17.081,20.920,22.596,1
2024-01-02T07:05:00+00:00,3.2163,100.0,10.962,10.962,15.503,18.987,20.508,1
2024-01-02T07:10:00+00:00,2.6279,100.0,8.957,8.957,12.667,15.513,16.756,1
2024-01-02T07:15:00+00:00,1.9762,100.0,6.736,6.736,9.526,11.666,12.601,1
2024-01-02T07:20:00+00:00,1.4390,100.0,4.905,4.905,6.936,8.495,9.176,1
2024-01-02T07:25:00+00:00,1.1144,100.0,3.798,3.798,5.372,6.579,7.106,1
2024-01-02T07:30:00+00:00,0.9899,100.0,3.374,3.374,4.771,5.844,6.312,1
2024-01-02T07:35:00+00:00,0.9698,100.0,3.305,3.305,4.675,5.725,6.184,1
2024-01-02T07:40:00+00:00,0.9370,100.0,3.194,3.194,4.517,5.532,5.975,1
2024-01-02T07:45:00+00:00,0.8410,100.0,2.866,2.866,4.054,4.965,5.363,1
2024-01-02T07:50:00+00:00,0.7360,100.0,2.509,2.509,3.548,4.345,4.693,1
2024-01-02T07:55:00+00:00,0.7167,100.0,2.443,2.443,3.454,4.231,4.570,1
2024-01-02T08:00:00+00:00,0.8560,100.0,2.917,2.917,4.126,5.053,5.458,1
2024-01-02T08:05:00+00:00,1.1827,100.0,4.031,4.031,5.701,6.982,7.541,1
2024-01-02T08:10:00+00:00,1.6433,100.0,5.601,5.601,7.921,9.701,10.478,1
2024-01-02T08:15:00+00:00,2.1433,100.0,7.305,7.305,10.331,12.652,13.666,1
2024-01-02T08:20:00+00:00,2.6427,100.0,9.007,9.007,12.738,15.601,16.851,1
2024-01-02T08:25:00+00:00,3.1199,100.0,10.634,10.634,15.038,18.418,19.894,1
2024-01-02T08:30:00+00:00,3.4801,100.0,11.861,11.861,16.774,20.544,22.190,1
2024-01-02T08:35:00+00:00,3.5613,100.1,12.144,12.138,17.166,21.023,22.708,1
2024-01-02T08:40:00+00:00,3.2738,100.0,11.158,11.158,15.780,19.327,20.875,1
2024-01-02T08:45:00+00:00,2.7073,100.0,9.227,9.227,13.049,15.982,17.262,1
2024-01-02T08:50:00+00:00,2.0549,100.0,7.004,7.004,9.905,12.131,13.103,1
2024-01-02T08:55:00+00:00,1.4983,100.0,5.107,5.107,7.222,8.845,9.554,1
2024-01-02T09:00:00+00:00,1.1465,100.0,3.908,3.908,5.526,6.768,7.311,1
2024-01-02T09:05:00+00:00,1.0004,100.0,3.410,3.410,4.822,5.906,6.379,1
2024-01-02T09:10:00+00:00,0.9724,100.0,3.314,3.314,4.687,5.740,6.200,1
2024-01-02T09:15:00+00:00,0.9438,100.0,3.217,3.217,4.549,5.571,6.018,1
2024-01-02T09:20:00+00:00,0.8519,100.0,2.904,2.904,4.106,5.029,5.432,1
2024-01-02T09:25:00+00:00,0.7408,100.0,2.525,2.525,3.571,4.373,4.723,1
2024-01-02T09:30:00+00:00,0.7048,100.0,2.402,2.402,3.397,4.161,4.494,1
2024-01-02T09:35:00+00:00,0.8209,100.0,2.798,2.798,3.957,4.846,5.234,1
2024-01-02T09:40:00+00:00,1.1255,100.0,3.836,3.836,5.425,6.644,7.177,1
2024-01-02T09:45:00+00:00,1.5767,100.0,5.374,5.374,7.600,9.308,10.054,1
2024-01-02T09:50:00+00:00,2.0782,100.0,7.083,7.083,10.017,12.268,13.251,1
2024-01-02T09:55:00+00:00,2.5814,100.0,8.798,8.798,12.442,15.239,16.460,1
2024-01-02T10:00:00+00:00,3.0670,100.0,10.453,10.453,14.783,18.105,19.556,1
2024-01-02T10:05:00+00:00,3.4514,100.0,11.763,11.763,16.636,20.375,22.007,1
2024-01-02T10:10:00+00:00,3.5748,100.3,12.201,12.184,17.231,21.103,22.794,1
2024-01-02T10:15:00+00:00,3.3296,100.0,11.348,11.348,16.049,19.656,21.231,1
2024-01-02T10:20:00+00:00,2.7865,100.0,9.497,9.497,13.431,16.450,17.768,1
2024-01-02T10:25:00+00:00,2.1351,100.0,7.277,7.277,10.291,12.604,13.614,1
2024-01-02T10:30:00+00:00,1.5611,100.0,5.321,5.321,7.524,9.216,9.954,1
2024-01-02T10:35:00+00:00,1.1832,100.0,4.033,4.033,5.703,6.985,7.544,1
2024-01-02T10:40:00+00:00,1.0151,100.0,3.460,3.460,4.893,5.993,6.473,1
2024-01-02T10:45:00+00:00,0.9779,100.0,3.333,3.333,4.714,5.773,6.235,1
2024-01-02T10:50:00+00:00,0.9528,100.0,3.247,3.247,4.593,5.625,6.076,1
2024-01-02T10:55:00+00:00,0.8660,100.0,2.952,2.952,4.174,5.113,5.522,1
2024-01-02T11:00:00+00:00,0.7499,100.0,2.556,2.556,3.615,4.427,4.782,1
2024-01-02T11:05:00+00:00,0.6977,100.0,2.378,2.378,3.363,4.119,4.449,1
2024-01-02T11:10:00+00:00,0.7902,100.0,2.693,2.693,3.809,4.665,5.039,1
2024-01-02T11:15:00+00:00,1.0707,100.0,3.649,3.649,5.161,6.321,6.827,1
2024-01-02T11:20:00+00:00,1.5093,100.0,5.144,5.144,7.275,8.910,9.624,1
2024-01-02T11:25:00+00:00,2.0107,100.0,6.853,6.853,9.692,11.870,12.821,1
2024-01-02T11:30:00+00:00,2.5171,100.0,8.579,8.579,12.132,14.859,16.050,1
2024-01-02T11:35:00+00:00,3.0102,100.0,10.260,10.260,14.509,17.770,19.194,1
2024-01-02T11:40:00+00:00,3.4171,100.0,11.647,11.647,16.471,20.172,21.789,1
2024-01-02T11:45:00+00:00,3.5820,100.4,12.232,12.208,17.265,21.146,22.840,1
2024-01-02T11:50:00+00:00,3.3817,100.0,11.526,11.526,16.300,19.963,21.563,1
2024-01-02T11:55:00+00:00,2.8653,100.0,9.766,9.766,13.811,16.915,18.270,1
